label,rule-based prediction,"""actor""/""director"" in u",voc greetings in u,"""already"" in u",vor request_more in u,voc bye in u,voc genres in u,1st word is a verb,"""what"" is 1st word","""genre"", ""type"", ""kind"" in u",1st word POS tag is WDT,"""in"" or ""on"" in u","""cast"", ""actor"", ""act"", ""star"" in u","""by"" in u","""director"", ""direct"" i u","""happen"", ""plot"", ""summary"" in u",1st word POS tag is WP,len(u)>3,voc yes in u,voc no in u,utterance,formula
8,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,see you,goodbye
8,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,stop,goodbye
11,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,can i have more movie recommendations,request_more
11,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,do you know anything else,request_more
11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,how about another,request_more
11,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,can i have other movie recommendations,request_more
11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,please recommend me another movie instead.,request_more
11,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,is there more of them,request_more
11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i want something else,request_more
11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,can you suggest an alternative,request_more
4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,can you give me a summary,askPlot
4,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,can you tell me more,askPlot
4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,what is the plot of the movie,askPlot
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,i don't know a lot about that,askPlot
4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,what is this about,askPlot
4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,what is it about,askPlot
4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,what's that,askPlot
4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,what happens in the movie,askPlot
4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,what is the plot,askPlot
4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,what is the movie about,askPlot
4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,tell me what happens,askPlot
4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,give plot,askPlot
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,i don't remember what that movie is about,askPlot
4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,tell me the plot,askPlot
4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,what happens in that movie,askPlot
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,i've never heard of that movie,askPlot
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i already watched this one,alreadyWatched
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"no, i already watched it",alreadyWatched
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i watched this one already,alreadyWatched
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i already watched this movie,alreadyWatched
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,already watched that,alreadyWatched
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i've already seen this,alreadyWatched
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i already know this movie,alreadyWatched
12,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"thank you, but i already watched it",alreadyWatched
12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"no, i already watched this one",alreadyWatched
