client_id: -LtPNkt7PDVc8m3oSxkj
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
20 min,"{'intent': 'inform', 'entity': 20, 'entity_type': 'duration', 'polarity': None}"
OK,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZiYHJzlpn0H_Eat4G
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Patrick,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Yup, everything's great.","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"I live in Warsaw, Poland.","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Chicken or some kind of pasta.,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}"
I'm hungry.,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
Moderately.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
No.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I have time.,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
Maybe something else,"{'intent': 'request', 'entity': None, 'entity_type': 'more', 'polarity': None}"
Anything else?,"{'intent': 'request', 'entity': None, 'entity_type': 'more', 'polarity': None}"
That sounds good.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
It's worth a try.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Something else,"{'intent': 'request', 'entity': None, 'entity_type': 'more', 'polarity': None}"
client_id: -Lt5DHwZg8T-qDZMhN_b
erhb,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LteWsqZGiCGvNO0UHNx
No questions I guess,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I would rather have a light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
"Healthy, but not to the point that it doesn't taste good","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
None,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
Some meat or fish would be good too,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I like it,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
It is fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Looks good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtUuPwp9oG1gVm67K-x
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
sofia,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
london,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
pasta or rice with vegetables,"{'intent': 'inform', 'entity': ['pasta', 'rice', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}"
hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
not very,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
i don't like that,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no i don't like that,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no i don't like that,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
sounds good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZiphnNm8ToKVLwd6P
hello cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
"I,m Lisa","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
i'm doing well thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
norfolk,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
chicken,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
medium,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
looks good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_IOecY4t_mRDUanPm
Hello Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
I am Seb,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Yes, thank you ! What about you ?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I live in Switzerland,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I most ofen make soup and prepare a lettuce,"{'intent': 'inform', 'entity': ['soup', 'lettuce'], 'entity_type': 'food', 'polarity': '+'}"
A light dinner please,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
Very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
No intolerances at all,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Up to 25 minutes preparation,"{'intent': 'inform', 'entity': 25, 'entity_type': 'duration', 'polarity': None}"
It looks nice,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
What about preparing pasta for lunch tomorrow ?,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}"
No broccoli again !,"{'intent': 'inform', 'entity': ['broccoli'], 'entity_type': 'food', 'polarity': '-'}"
"Yes, it looks good, thanks","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtPNk8x8n75ndA63vPx
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Tino,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes!,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I live in Spain,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I love pasta,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}"
Sometimes,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
I cant eat gluten,"{'intent': 'inform', 'entity': 'gluten', 'entity_type': 'intolerances', 'polarity': None}"
quick to prepare,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
why not,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Nice,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No that is ok,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LteWsOuk90l8UYzIOnq
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
Mostly healthy,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Lactose intolerant,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
Something else,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtUuOUuc82johaAkRg3
Hi Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
My name is Hector,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Yep, I am looking for some ideas for tonight","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I am currently living in Spainç,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"I use to eat a lot of vegetables with olive oil, some fish. We also have occasionally some meat and pasta","{'intent': 'inform', 'entity': ['vegetables', 'olive', 'fish', 'meat', 'pasta'], 'entity_type': 'food', 'polarity': '+'}"
I´d rather have a light meal,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
"Pretty healthy, mostly vegetables","{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
Not at all,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I´d rather have something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
"It looks awesome, thank you so much!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"I´ll try this one, it looks tasty!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"yep, it also looks a good option","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"it is enough, thank you","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZwEdNIjEYCfgyypGF
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Ellie,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I'm tired.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
"Kansas City, MO","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Rice and veggies,"{'intent': 'inform', 'entity': ['rice'], 'entity_type': 'food', 'polarity': '+'}"
light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
slightly,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
cook,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I don't have kale or tomatoes,"{'intent': 'inform', 'entity': ['kale', 'tomato'], 'entity_type': 'food', 'polarity': '-'}"
I don't have any of those ingredients,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
That's too expensive,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtUuJvK_wzKBvjY1BL9
Hello Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Dimitrios,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Im good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
The Netherlands,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Beans, eggs, veggies or chicken","{'intent': 'inform', 'entity': ['beans', 'eggs'], 'entity_type': 'food', 'polarity': '+'}"
a light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
Enough healthy,"{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}"
nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I'll cook myself,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Looks ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
better,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
not really,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I don't like quinoa,"{'intent': 'inform', 'entity': ['quinoa'], 'entity_type': 'food', 'polarity': '-'}"
That's good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZwHbYKCUUlv6-OcMe
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Kevin,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
USA,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Tuna salad,"{'intent': 'inform', 'entity': ['tuna', 'salad'], 'entity_type': 'food', 'polarity': '+'}"
hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_7tlLJpmOA3dki2hQ
Hi Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
"My name is Jamie, I hope you can help me.","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"I'm fine, a little bit hungry though.","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I live in Scotland.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I usually eat a mix of some kind of meat (usually beef or chicken) with sweet potato and broccoli.,"{'intent': 'inform', 'entity': ['sweet potato', 'meat', 'broccoli'], 'entity_type': 'food', 'polarity': '+'}"
Feeling very hungry at the moment.,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
I would say moderately healthy but satisfying at the same time,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
Nope.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I have time to cook.,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
Thank you for this recipe it seems quite simple to make!,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
That's all for me,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I fear that this will be too sweet as a meal I prefer savoury when it comes to meals.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
OK,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Seems very healthy and warm.,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
client_id: -LtUuOLoQFtQZn1VtQ0X
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Fred,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
working,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
anywhere,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
anything,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
light,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
reasonably,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
something quick to prepare,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZiRjjqLwNOXh3g-KL
hello cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
dave,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"lincoln, uk","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
rice,"{'intent': 'inform', 'entity': ['rice'], 'entity_type': 'food', 'polarity': '+'}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
very,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no salad,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '-'}"
great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_0kwIlGACSH7NEQ9s
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Abby,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes I’m good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Darlington UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Pizza or pasta,"{'intent': 'inform', 'entity': ['pizza', 'pasta'], 'entity_type': 'food', 'polarity': '+'}"
Hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
Not at all,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Nothing,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
No thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
No thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Okay,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
 No thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtL8cG7j1KLe4tQPi8L
hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
i leo,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
what ever my husband cooks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
cause i don t cook myself,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
very hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
i don t care,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_7qwiYbhCHKnoOTxQ
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Jacob,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I'm great!,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Poland,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"chickpea, tomato, cucumber, bell pepper, avocado","{'intent': 'inform', 'entity': ['chickpea', 'tomato', 'cucumber', 'pepper', 'avocado'], 'entity_type': 'food', 'polarity': '+'}"
I'm hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
very,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
vegan,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}"
something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
sounds fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I don't like soups.,"{'intent': 'inform', 'entity': ['soup'], 'entity_type': 'food', 'polarity': '-'}"
I like it,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes one more,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes it's perfect,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lsvfghh78m95Vwkx0UX
lala,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
soar from movien yesterday,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
not a light dinner,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
i don t know,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
i don,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
i have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
client_id: -Lt_7ryloVbta8zSq4Rg
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Paulo,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes. Thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"Porto, Portugal","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Meat,"{'intent': 'inform', 'entity': ['meat'], 'entity_type': 'food', 'polarity': '+'}"
Hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
I have no preference,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I have time to cook tonight,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
Thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZiRP79MNyQLB85C4e
hello!,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Coisa,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"I'm feeling fine, thank you!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
it depends but it has to be vegetarian,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}"
I'm feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
Very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
Vegetarian,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}"
Something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
"Sounds great, thank you!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes pleae,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"Lovely, thank you!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZhz6d24RKRuaJ0vEx
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Leah,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Yes, I'm good","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"Alabama, USA","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Tacos, Pizza, hamburgers, fish","{'intent': 'inform', 'entity': ['taco', 'pizza', 'hamburger', 'fish'], 'entity_type': 'food', 'polarity': '+'}"
I'm hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
Mostly healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I can cook,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
It looks good.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"No, thank you","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LswJpm1-0ZTlkd8b3Ku
cftyk,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LteWsnpZZOOa5ew9OaI
Hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
light,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
mostly,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
thank you,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtUzTZrrBm9cU62DUaz
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Piotr,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
all right,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
i live in Poland,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"most often vegetable soups, meat","{'intent': 'inform', 'entity': ['soup', 'meat'], 'entity_type': 'food', 'polarity': '+'}"
light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
quite healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I have some time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
is very good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
its ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
fantastic,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
